Gene,Dn,Ds,Pn,Ps,Pn.1,Ps.1,Pn.2,Ps.2,Pn.3,Ps.3,Pn.4,Ps.4,Pn.5,Ps.5,Pn.6,Ps.6,Pn.7,Ps.7,Pn.8,Ps.8,Pn.9,Ps.9
LSAA_10389,31,67,4,16,4,16,1,9,1,8,1,8,1,8,1,8,1,8,1,8,1,5
LSAA_1039,16,35,4,1,4,1,3,1,2,1,1,1,0,1,0,1,0,1,0,1,0,1
LSAA_10390,25,49,3,2,3,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
LSAA_10391,7,26,10,6,10,6,4,4,3,4,3,2,2,1,2,1,2,1,2,1,1,1
LSAA_10395,30,51,3,3,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0
LSAA_10396,65,149,10,22,9,22,2,15,1,11,1,6,1,4,1,4,1,4,1,3,1,1
LSAA_10398,41,90,2,1,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_10399,15,29,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_1040,23,96,6,2,6,2,3,2,3,1,2,1,1,1,1,1,1,1,0,1,0,1
LSAA_10401,41,111,3,3,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2
LSAA_10406,15,75,0,5,0,5,0,3,0,2,0,2,0,1,0,1,0,1,0,1,0,1
LSAA_10407,10,58,5,18,5,18,3,10,3,8,2,5,2,3,2,3,2,3,2,1,1,1
LSAA_10408,20,49,1,5,1,5,0,5,0,5,0,5,0,4,0,4,0,0,0,0,0,0
LSAA_10410,39,116,3,10,3,10,3,5,3,4,3,4,3,3,3,3,3,3,3,3,2,2
LSAA_10411,12,34,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_10413,35,61,2,5,1,5,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1
LSAA_10414,4,6,1,3,1,3,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
LSAA_10417,5,37,1,2,1,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_10418,8,10,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_10419,40,126,4,29,4,29,3,13,3,6,2,6,2,5,2,5,2,4,2,2,2,1
LSAA_1042,30,114,1,8,1,7,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3
LSAA_10420,18,112,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,3
LSAA_10421,1,17,2,5,2,5,1,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_10422,9,63,0,3,0,3,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
LSAA_10423,16,22,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_10424,22,67,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
LSAA_10426,57,68,6,10,6,10,6,7,4,4,3,3,3,2,3,2,3,1,3,0,2,0
LSAA_10427,28,35,6,3,6,3,4,3,3,3,3,3,3,3,3,3,2,2,2,1,1,0
LSAA_10429,26,28,2,4,2,4,2,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1
LSAA_1043,10,30,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_10430,18,27,5,4,5,4,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_10432,6,11,3,2,3,2,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
LSAA_10433,8,31,2,1,2,1,2,1,2,0,1,0,1,0,1,0,1,0,1,0,0,0
LSAA_10434,40,82,10,8,10,8,7,3,4,2,4,2,4,2,4,2,4,2,4,2,2,2
LSAA_10436,22,23,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3
LSAA_10437,20,38,3,2,3,2,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0
LSAA_10439,12,28,3,3,3,3,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
LSAA_1044,78,148,9,13,9,11,8,9,8,6,8,5,8,5,8,5,8,5,8,4,5,3
LSAA_10443,29,143,2,6,2,6,1,3,1,3,1,3,0,3,0,3,0,3,0,3,0,2
LSAA_10444,82,82,7,9,6,8,2,5,2,3,2,1,2,1,2,1,0,1,0,1,0,1
LSAA_10446,37,132,3,21,3,21,2,13,1,5,1,4,1,4,1,4,1,3,0,3,0,3
LSAA_10448,34,124,1,4,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_1045,38,83,1,4,1,4,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
LSAA_10450,6,5,1,4,1,4,1,3,1,3,1,3,1,3,1,3,1,3,0,2,0,2
LSAA_10451,3,22,0,2,0,2,0,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0
LSAA_10452,89,63,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
LSAA_10453,27,40,2,0,2,0,2,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0
LSAA_10458,108,165,15,10,15,10,6,5,6,3,6,3,5,2,5,2,5,2,4,1,4,0
LSAA_10459,34,36,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_1046,43,66,1,2,1,2,1,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0
LSAA_10460,53,153,10,8,10,8,6,3,5,3,5,1,5,1,5,1,5,1,5,1,5,1
LSAA_10461,53,41,4,6,4,6,1,3,1,3,1,2,1,2,1,2,1,1,1,1,1,1
LSAA_10463,29,261,2,6,2,4,2,2,2,1,2,1,2,1,2,1,2,1,2,0,1,0
LSAA_10464,42,81,2,4,2,4,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
LSAA_10466,65,150,4,8,4,8,2,6,2,5,2,4,2,4,2,4,2,4,2,4,2,4
LSAA_1047,23,91,6,11,6,11,2,4,1,4,1,4,1,2,1,2,1,2,1,2,0,1
LSAA_10470,17,32,5,3,5,3,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
LSAA_10471,37,90,3,8,3,7,1,4,1,3,1,3,0,2,0,2,0,1,0,1,0,0
LSAA_10474,18,32,1,2,1,2,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
LSAA_10475,22,68,1,2,1,2,1,2,0,1,0,1,0,1,0,1,0,1,0,0,0,0
LSAA_10476,37,106,6,5,6,5,5,5,4,5,4,5,4,5,4,5,4,5,4,4,4,3
LSAA_10478,42,44,1,4,1,4,1,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_10479,20,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_10480,42,36,4,4,4,4,3,4,1,2,1,1,1,1,1,1,1,0,1,0,1,0
LSAA_10482,10,11,3,2,3,2,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
LSAA_10483,10,41,1,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_10484,16,65,7,4,7,3,6,3,4,2,3,1,3,1,3,1,2,1,1,1,1,0
LSAA_10486,58,111,5,6,5,6,3,1,3,1,3,1,3,1,3,1,3,1,3,1,2,1
LSAA_10487,127,326,6,9,6,9,4,8,4,8,4,6,3,5,3,5,2,5,2,5,2,5
LSAA_10488,7,79,4,5,4,5,2,3,1,3,1,1,1,1,1,1,1,1,1,1,0,0
LSAA_10489,53,51,2,5,2,5,1,3,1,2,1,2,1,2,1,2,1,2,1,2,0,2
LSAA_10490,23,54,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_10491,41,55,4,1,3,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_10493,32,79,2,3,2,3,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_10495,2,42,0,5,0,5,0,5,0,3,0,3,0,2,0,2,0,2,0,2,0,0
LSAA_10496,29,33,7,4,7,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
LSAA_10497,27,68,5,2,4,2,2,2,2,2,1,2,1,2,1,2,1,1,0,1,0,1
LSAA_10498,40,102,2,2,2,2,2,2,2,2,1,2,0,1,0,1,0,1,0,1,0,1
LSAA_10499,20,42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
LSAA_1050,14,47,1,4,1,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
LSAA_10500,30,68,2,5,2,5,1,4,1,2,1,2,1,2,1,2,1,2,1,2,1,2
LSAA_10501,32,135,2,17,2,17,2,13,2,9,1,8,1,8,1,8,1,5,0,4,0,4
LSAA_10502,11,99,1,6,1,6,1,4,1,2,1,2,1,0,1,0,1,0,1,0,1,0
LSAA_10503,13,68,14,27,14,25,9,17,8,13,8,8,8,8,8,8,8,7,6,6,1,0
LSAA_10505,22,50,4,0,4,0,4,0,2,0,2,0,2,0,2,0,2,0,1,0,1,0
LSAA_10506,12,100,3,11,3,11,3,6,3,5,3,4,2,3,2,3,2,3,2,2,2,2
LSAA_10509,14,83,1,7,1,7,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
LSAA_1051,11,36,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_10510,15,53,3,22,3,22,2,9,0,4,0,3,0,2,0,2,0,2,0,2,0,2
LSAA_10511,9,34,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LSAA_10512,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_10513,34,127,5,8,5,8,3,6,3,5,3,5,3,4,3,4,3,4,1,3,1,3
LSAA_10517,18,20,3,0,3,0,3,0,3,0,3,0,2,0,2,0,2,0,2,0,2,0
LSAA_10519,18,34,4,3,4,3,1,3,1,2,1,2,0,0,0,0,0,0,0,0,0,0
LSAA_1052,36,80,5,3,5,3,3,2,3,2,3,2,3,2,3,2,3,1,3,1,3,1
LSAA_10520,3,30,0,6,0,6,0,3,0,2,0,1,0,1,0,1,0,1,0,1,0,0
LSAA_10521,25,130,1,8,1,7,1,7,1,7,1,7,1,5,1,5,1,5,1,5,0,1
LSAA_10522,12,26,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,0
LSAA_10523,60,114,4,4,4,4,3,3,3,2,3,2,3,2,3,2,3,1,3,1,3,0
LSAA_10526,84,158,3,16,2,15,2,9,1,8,1,8,1,8,1,8,0,7,0,4,0,2
LSAA_10527,32,61,28,49,28,48,15,22,10,18,7,12,5,10,5,10,3,8,3,7,0,3
LSAA_10528,114,349,10,20,9,18,5,13,4,13,4,12,4,12,4,12,4,12,4,12,3,8
LSAA_10529,63,170,4,6,4,6,2,5,1,3,1,3,1,3,1,3,1,3,1,3,1,3
LSAA_10531,6,12,2,3,2,3,2,1,2,0,2,0,1,0,1,0,1,0,1,0,0,0
LSAA_10533,7,24,1,4,1,4,1,3,1,3,1,3,1,3,1,3,1,3,1,3,0,1
LSAA_10534,33,96,9,24,8,24,7,13,6,8,6,8,6,8,6,8,6,8,6,8,6,3
LSAA_10536,5,65,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3
LSAA_10537,5,40,4,4,4,4,3,4,3,4,3,4,3,3,3,3,3,3,3,3,3,2
LSAA_10539,75,106,4,5,4,5,3,2,2,2,2,2,2,0,2,0,2,0,2,0,2,0
LSAA_1054,14,25,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_10541,1,22,0,4,0,4,0,3,0,3,0,3,0,2,0,2,0,2,0,2,0,2
LSAA_10542,8,8,2,1,2,1,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
LSAA_10543,7,19,2,1,2,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
LSAA_10544,14,46,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_10545,10,21,5,5,5,5,4,0,3,0,3,0,3,0,3,0,3,0,2,0,1,0
LSAA_10546,16,58,2,6,2,6,0,4,0,3,0,3,0,3,0,3,0,2,0,1,0,1
LSAA_10547,64,186,13,16,12,15,6,10,3,8,3,7,3,6,3,6,3,6,3,5,0,2
LSAA_10549,1,0,8,2,8,2,6,2,2,0,2,0,2,0,2,0,2,0,0,0,0,0
LSAA_1055,31,67,7,5,7,5,4,3,2,2,2,1,2,1,2,1,2,1,2,1,2,1
LSAA_10550,93,182,8,23,8,23,5,15,5,11,4,11,4,7,4,7,4,5,4,3,4,3
LSAA_10551,44,72,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
LSAA_10552,4,16,7,6,7,6,6,6,6,4,5,3,3,2,3,2,2,0,1,0,1,0
LSAA_10559,4,18,1,2,1,2,0,2,0,2,0,2,0,2,0,2,0,1,0,0,0,0
LSAA_1056,28,121,9,9,9,8,7,6,7,4,7,4,7,4,7,4,7,4,7,4,7,4
LSAA_10560,30,48,1,5,1,5,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
LSAA_10562,6,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
LSAA_10564,7,32,0,6,0,6,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
LSAA_10565,221,578,26,35,26,35,7,16,5,12,5,9,3,9,3,9,3,9,3,7,2,3
LSAA_10566,10,16,4,3,4,3,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_10569,59,96,32,23,31,23,20,14,12,13,10,8,9,8,9,8,8,7,8,4,3,1
LSAA_10570,31,51,8,18,7,18,5,13,5,11,5,9,2,7,2,7,2,5,2,4,2,3
LSAA_10571,6,27,4,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3
LSAA_10572,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_10575,13,72,5,6,5,6,4,2,4,2,3,1,3,1,3,1,3,1,3,0,1,0
LSAA_10576,6,27,6,7,6,6,3,3,3,1,3,1,3,0,3,0,3,0,2,0,2,0
LSAA_10577,8,59,2,4,2,4,2,4,2,4,2,3,2,2,2,2,2,2,2,2,2,2
LSAA_1058,23,85,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
LSAA_10581,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_10582,60,93,8,9,8,9,6,8,5,5,5,5,4,4,4,4,3,4,1,2,0,0
LSAA_10583,47,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
LSAA_10584,11,20,0,10,0,10,0,6,0,6,0,6,0,6,0,6,0,3,0,2,0,2
LSAA_10585,12,21,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_10587,10,19,3,1,3,1,2,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
LSAA_10588,10,115,1,23,1,23,1,12,1,11,1,9,1,7,1,7,0,6,0,6,0,5
LSAA_1059,5,17,3,3,3,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
LSAA_10591,31,62,2,11,2,11,2,6,2,5,2,4,2,4,2,4,2,4,2,3,0,3
LSAA_10592,12,37,2,5,2,5,2,4,2,3,2,3,2,2,2,2,1,2,1,2,1,2
LSAA_10593,9,74,1,2,1,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_10594,67,144,4,21,4,21,3,17,0,12,0,10,0,7,0,7,0,6,0,3,0,3
LSAA_10598,109,201,14,21,12,18,5,11,4,9,3,8,3,8,3,8,3,8,3,8,3,7
LSAA_10599,5,94,0,5,0,5,0,2,0,2,0,2,0,2,0,2,0,1,0,0,0,0
LSAA_106,1,3,18,27,18,27,7,13,5,10,5,7,5,3,5,3,4,2,2,1,1,1
LSAA_1060,3,36,0,4,0,3,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
LSAA_10600,34,108,2,8,2,8,0,6,0,5,0,4,0,3,0,3,0,3,0,3,0,3
LSAA_10601,18,55,4,7,4,7,3,4,2,4,2,2,2,2,2,2,2,2,2,1,2,1
LSAA_10602,1,39,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_10606,7,22,2,4,2,4,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_10608,10,6,2,1,2,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
LSAA_1061,10,42,1,13,1,12,0,6,0,3,0,3,0,3,0,3,0,2,0,0,0,0
LSAA_10610,76,81,3,4,3,3,3,2,3,2,3,2,3,2,3,2,3,1,3,1,3,1
LSAA_10611,57,70,6,11,6,11,3,7,3,7,2,6,2,5,2,5,2,4,2,4,2,2
LSAA_10612,39,75,3,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LSAA_10613,26,30,3,5,3,5,3,4,2,2,2,2,2,2,2,2,2,2,1,2,0,2
LSAA_10615,16,14,4,6,4,6,3,5,3,4,3,4,3,2,3,2,3,1,3,1,2,1
LSAA_10618,8,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_10619,44,76,3,11,3,11,2,7,2,4,2,4,2,4,2,4,2,4,1,1,1,1
LSAA_1062,21,39,17,11,17,10,9,5,7,3,6,3,5,2,5,2,5,1,3,1,0,1
LSAA_10621,11,14,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_10622,93,167,20,13,20,11,8,7,7,6,6,5,6,4,6,4,4,4,2,3,2,2
LSAA_10624,6,87,0,4,0,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_10625,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_10626,28,48,6,6,6,6,3,5,2,4,2,4,2,4,2,4,2,4,2,4,2,4
LSAA_10627,17,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_10628,51,43,2,5,2,5,1,4,1,4,1,4,1,3,1,3,1,3,1,3,1,2
LSAA_1063,66,151,10,5,10,5,4,3,4,3,4,3,4,3,4,3,4,3,4,3,3,3
LSAA_10631,71,62,11,6,11,6,7,4,6,2,6,2,6,2,6,2,6,1,5,1,5,1
LSAA_10634,32,82,2,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
LSAA_10635,26,62,25,27,23,27,12,21,11,16,8,15,8,9,8,9,8,6,4,2,3,1
LSAA_10636,9,12,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,0,1
LSAA_10638,21,146,1,10,1,10,0,8,0,7,0,6,0,6,0,6,0,6,0,0,0,0
LSAA_1064,23,47,6,16,6,16,2,4,2,2,2,2,2,1,2,1,2,1,2,0,1,0
LSAA_10642,59,54,15,19,13,19,8,13,8,12,8,9,6,7,6,7,6,7,6,4,0,0
LSAA_10643,4,37,2,2,2,2,2,2,2,2,2,2,0,1,0,1,0,1,0,1,0,1
LSAA_10644,44,74,13,14,13,14,8,5,4,3,2,1,2,1,2,1,2,1,2,0,2,0
LSAA_10645,53,95,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,2,2,2,2,2
LSAA_10648,23,43,2,4,2,4,2,4,2,3,1,3,1,3,1,3,1,3,1,3,0,3
LSAA_10649,3,51,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_1065,121,188,12,15,12,15,7,14,7,13,7,13,7,13,7,13,7,13,7,13,6,13
LSAA_10650,32,41,5,7,5,7,3,5,2,3,1,3,1,2,1,2,0,2,0,2,0,1
LSAA_10651,18,28,4,6,4,6,1,4,1,4,1,4,1,2,1,2,1,1,0,1,0,0
LSAA_10652,8,53,4,2,4,2,3,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0
LSAA_10653,16,100,1,12,1,9,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7
LSAA_10654,21,23,6,3,6,3,5,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0
LSAA_10655,33,62,0,4,0,4,0,3,0,2,0,2,0,2,0,2,0,2,0,1,0,1
LSAA_10657,3,57,0,12,0,12,0,5,0,4,0,2,0,2,0,2,0,2,0,2,0,1
LSAA_10658,5,41,1,3,1,3,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0
LSAA_10660,33,61,8,10,8,10,6,8,6,3,3,3,2,2,2,2,2,2,1,2,1,1
LSAA_10661,7,28,1,2,1,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_10662,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_10663,29,43,14,23,14,23,9,12,7,9,6,7,6,6,6,6,6,4,5,4,5,4
LSAA_10664,8,17,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
LSAA_10667,20,114,6,18,6,18,4,11,4,9,4,9,3,8,3,8,3,7,3,6,2,5
LSAA_1067,4,19,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_10670,105,101,7,8,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6
LSAA_10671,12,57,8,15,8,15,3,7,3,6,2,5,2,4,2,4,1,2,1,2,1,1
LSAA_10672,9,35,4,6,4,6,2,3,1,2,1,1,0,1,0,1,0,1,0,0,0,0
LSAA_10674,2,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_10675,2,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_10677,4,21,1,3,1,3,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
LSAA_10678,45,71,4,5,4,5,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
LSAA_10681,61,84,4,11,4,11,2,3,2,3,2,2,2,2,2,2,2,2,2,2,0,0
LSAA_10682,35,128,11,41,11,40,7,24,5,17,2,12,2,12,2,12,1,6,0,5,0,2
LSAA_10683,21,17,3,6,2,6,2,5,1,5,1,5,1,5,1,5,1,5,1,5,1,3
LSAA_10685,14,28,3,6,3,6,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0
LSAA_10686,38,116,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1
LSAA_10688,56,82,3,8,3,8,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1
LSAA_1069,9,16,0,5,0,4,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,0
LSAA_10691,11,13,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_10695,19,51,0,3,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_10697,101,315,54,153,53,152,51,143,46,137,41,129,2,8,2,8,2,7,2,5,1,1
LSAA_10698,5,30,1,4,1,4,1,2,1,2,1,2,1,2,1,2,1,1,0,1,0,1
LSAA_1070,15,31,1,3,1,3,1,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_10700,30,47,4,2,4,2,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0
LSAA_10701,43,87,7,2,7,2,7,2,7,2,7,1,7,1,7,1,7,0,7,0,7,0
LSAA_10702,22,60,7,11,7,11,1,5,0,2,0,2,0,2,0,2,0,2,0,2,0,1
LSAA_10703,66,197,10,36,10,36,4,18,4,15,2,12,1,10,1,10,1,8,1,3,0,0
LSAA_10704,14,59,2,6,2,6,1,3,1,2,1,2,1,2,1,2,1,2,1,1,1,1
LSAA_10705,57,139,2,13,2,13,2,12,2,12,2,12,2,12,2,12,2,12,2,12,2,11
LSAA_10707,1,35,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
LSAA_10709,65,72,6,2,6,2,3,1,3,1,3,1,3,0,3,0,3,0,3,0,3,0
LSAA_1071,7,21,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_10711,4,32,2,5,2,5,1,3,1,3,1,3,1,3,1,3,1,3,1,2,1,2
LSAA_10712,5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_10713,18,21,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_10715,25,24,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4
LSAA_10717,28,61,3,4,3,4,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,1
LSAA_10718,13,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_10719,5,17,0,3,0,3,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_1072,4,36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LSAA_10720,20,49,12,8,11,7,5,4,5,3,3,1,3,1,3,1,3,1,3,1,3,1
LSAA_10721,9,26,2,4,2,4,2,4,2,4,2,4,1,3,1,3,1,3,1,3,1,3
LSAA_10725,28,69,2,9,2,9,0,3,0,2,0,2,0,2,0,2,0,2,0,2,0,1
LSAA_10726,59,130,4,8,4,8,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,4
LSAA_10728,15,28,5,4,5,4,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0
LSAA_1073,14,43,9,15,9,15,5,7,1,5,1,4,1,4,1,4,1,3,0,3,0,2
LSAA_10731,27,45,10,7,10,7,6,5,5,5,5,5,5,5,5,5,5,3,4,3,4,3
LSAA_10732,95,191,7,3,7,3,5,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_10733,30,42,9,22,9,22,5,13,4,7,3,5,3,5,3,5,3,4,1,2,1,0
LSAA_10734,34,85,6,3,6,3,2,2,2,2,2,2,1,2,1,2,1,2,1,2,0,0
LSAA_10735,14,50,3,8,3,8,0,5,0,4,0,4,0,4,0,4,0,4,0,3,0,2
LSAA_10736,15,50,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
LSAA_1074,16,28,6,5,6,5,1,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_10741,21,82,6,24,5,24,2,13,2,10,2,7,2,4,2,4,2,4,2,4,2,3
LSAA_10742,35,27,2,5,2,5,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
LSAA_10743,9,19,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
LSAA_10745,13,51,1,4,1,4,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3
LSAA_10746,24,52,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1
LSAA_10748,18,50,5,9,5,9,3,8,2,6,2,3,2,3,2,3,1,1,1,1,0,1
LSAA_10749,27,56,3,7,3,7,2,5,2,4,2,2,0,2,0,2,0,2,0,1,0,0
LSAA_10752,11,36,8,4,8,4,5,4,5,3,4,3,4,3,4,3,3,3,2,1,0,1
LSAA_10754,23,14,5,0,3,0,2,0,2,0,2,0,2,0,2,0,2,0,1,0,0,0
LSAA_1076,10,22,1,2,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_10760,11,20,12,5,11,5,10,2,9,2,4,0,4,0,4,0,4,0,3,0,1,0
LSAA_10761,22,52,1,16,1,16,0,7,0,7,0,7,0,6,0,6,0,6,0,4,0,1
LSAA_10762,11,43,7,12,6,12,6,6,4,6,4,5,4,4,4,4,4,4,4,4,4,4
LSAA_10767,13,74,6,7,6,6,5,4,5,4,4,4,4,4,4,4,4,2,4,2,4,2
