Gene,Scaffold,Syn.sites,Non.sites,Linkage,SPM.F,SPM.Bias
LSAA_10336,HG994584.1,242,892,A,0.237147616,Unbiased
LSAA_10337,HG994584.1,389.6666667,1323.333333,A,0.524691723,Unbiased
LSAA_10338,HG994584.1,286,1037,A,0.027410554,Male
LSAA_10339,HG994584.1,309.3333333,1310.666667,A,0.634203097,Unbiased
LSAA_1034,HG994580.1,207,771,A,0.370807257,Unbiased
LSAA_10340,HG994584.1,314.3333333,1116.666667,A,0.591635072,Unbiased
LSAA_10341,HG994584.1,288,1122,A,0.483746713,Unbiased
LSAA_10342,HG994584.1,87.33333333,308.6666667,A,0.007764736,Male
LSAA_10343,HG994584.1,71.66666667,279.3333333,A,0.574340239,Unbiased
LSAA_10344,HG994584.1,159,549,A,0.997040845,Female
LSAA_10345,HG994584.1,89,322,A,0.474273986,Unbiased
LSAA_10346,HG994584.1,144,486,A,0.500134824,Unbiased
LSAA_10347,HG994584.1,72,252,A,0.285722998,Unbiased
LSAA_10348,HG994584.1,209.3333333,717.6666667,A,0.999070781,Female
LSAA_10349,HG994584.1,183.3333333,749.6666667,A,0.273778799,Unbiased
LSAA_1035,HG994580.1,179,694,A,0.833696525,Female
LSAA_10350,HG994584.1,266.6666667,1023.333333,A,0.299673563,Unbiased
LSAA_10351,HG994584.1,66.66666667,248.3333333,A,0.054494285,Male
LSAA_10352,HG994584.1,146.3333333,519.6666667,A,0.296069153,Unbiased
LSAA_10353,HG994584.1,524,1798,A,0.373988681,Unbiased
LSAA_10354,HG994584.1,101,373,A,NA,Unbiased
LSAA_10355,HG994584.1,661.6666667,2527.333333,A,0.111707311,Male
LSAA_10356,HG994584.1,79,281,A,0.025353348,Male
LSAA_10357,HG994584.1,627.6666667,2309.333333,A,0.294724896,Unbiased
LSAA_10358,HG994584.1,67,266,A,0.980992958,Female
LSAA_10359,HG994584.1,60.66666667,239.3333333,A,0.671324151,Unbiased
LSAA_1036,HG994580.1,330.6666667,1064.333333,A,0.116207777,Male
LSAA_10360,HG994584.1,681.3333333,2354.666667,A,0.319582691,Unbiased
LSAA_10361,HG994584.1,248.3333333,864.6666667,A,0.504812287,Unbiased
LSAA_10362,HG994584.1,126,477,A,0.276557566,Unbiased
LSAA_10363,HG994584.1,185.6666667,678.3333333,A,0.402322758,Unbiased
LSAA_10364,HG994584.1,1073.666667,3558.333333,A,NA,Unbiased
LSAA_10365,HG994584.1,330,1161,A,0.621648407,Unbiased
LSAA_10366,HG994584.1,156.6666667,563.3333333,A,0.95352832,Female
LSAA_10367,HG994584.1,271.3333333,1033.666667,A,0.565392569,Unbiased
LSAA_10368,HG994584.1,576.6666667,2072.333333,A,0.175137745,Male
LSAA_10369,HG994584.1,289.6666667,997.3333333,A,0.307164302,Unbiased
LSAA_1037,HG994580.1,813,3012,A,0.010481437,Male
LSAA_10370,HG994584.1,67,245,A,0.563621196,Unbiased
LSAA_10371,HG994584.1,463,1571,A,0.332651646,Unbiased
LSAA_10372,HG994584.1,706.3333333,2644.666667,A,0.434916468,Unbiased
LSAA_10373,HG994584.1,125.3333333,444.6666667,A,0.145153196,Male
LSAA_10374,HG994584.1,117.3333333,386.6666667,A,NA,Unbiased
LSAA_10375,HG994584.1,61,251,A,0.372533928,Unbiased
LSAA_10376,HG994584.1,414.3333333,1382.666667,A,0.426734986,Unbiased
LSAA_10377,HG994584.1,165.3333333,668.6666667,A,0.251929669,Unbiased
LSAA_10378,HG994584.1,265.3333333,985.6666667,A,0.43976532,Unbiased
LSAA_10379,HG994584.1,145,467,A,0.675383634,Unbiased
LSAA_1038,HG994580.1,219.6666667,809.3333333,A,0.540695596,Unbiased
LSAA_10380,HG994584.1,173,601,A,0.388608424,Unbiased
LSAA_10381,HG994584.1,567.3333333,2189.666667,A,0.538580547,Unbiased
LSAA_10382,HG994584.1,243.3333333,929.6666667,A,0.338664343,Unbiased
LSAA_10383,HG994584.1,180.6666667,674.3333333,A,0.938287021,Female
LSAA_10384,HG994584.1,81.33333333,278.6666667,A,0.037590845,Male
LSAA_10385,HG994584.1,171.3333333,698.6666667,A,0.356204826,Unbiased
LSAA_10386,HG994584.1,344,1348,A,0.522922853,Unbiased
LSAA_10387,HG994584.1,95.66666667,366.3333333,A,0.344127298,Unbiased
LSAA_10388,HG994584.1,151.3333333,529.6666667,A,0.937651044,Female
LSAA_10389,HG994584.1,94.33333333,295.6666667,A,0.203550435,Unbiased
LSAA_1039,HG994580.1,173.6666667,600.3333333,A,0.217570082,Unbiased
LSAA_10390,HG994584.1,378.6666667,1280.333333,A,0.483385675,Unbiased
LSAA_10391,HG994584.1,66,291,A,0.209597201,Unbiased
LSAA_10392,HG994584.1,297.3333333,1127.666667,A,NA,Unbiased
LSAA_10393,HG994584.1,64,233,A,0.457139836,Unbiased
LSAA_10394,HG994584.1,328.3333333,1285.666667,A,0,Male
LSAA_10395,HG994584.1,448.3333333,1612.666667,A,0.737564483,Unbiased
LSAA_10396,HG994584.1,146,493,A,0.298682151,Unbiased
LSAA_10397,HG994584.1,101.3333333,357.6666667,A,0.446735581,Unbiased
LSAA_10398,HG994584.1,154.3333333,538.6666667,A,0.328664794,Unbiased
LSAA_10399,HG994584.1,126.6666667,437.3333333,A,0.374838233,Unbiased
LSAA_104,CAJNVT010000016.1,212.3333333,699.6666667,A,0.209849669,Unbiased
LSAA_1040,HG994580.1,263.3333333,918.6666667,A,0.515690656,Unbiased
LSAA_10400,HG994584.1,170,595,A,NA,Unbiased
LSAA_10401,HG994584.1,79.66666667,280.3333333,A,0.233497821,Unbiased
LSAA_10402,HG994584.1,470,1624,A,0.577365624,Unbiased
LSAA_10403,HG994584.1,319.6666667,991.3333333,A,1,Female
LSAA_10404,HG994584.1,99.66666667,368.3333333,A,0.37868,Unbiased
LSAA_10405,HG994584.1,128,538,A,0.286796979,Unbiased
LSAA_10406,HG994584.1,456.6666667,1565.333333,A,0.278173464,Unbiased
LSAA_10407,HG994584.1,119.3333333,483.6666667,A,0.66546375,Unbiased
LSAA_10408,HG994584.1,76.33333333,277.6666667,A,0.295440985,Unbiased
LSAA_10409,HG994584.1,95.66666667,315.3333333,A,0.673813096,Unbiased
LSAA_1041,HG994580.1,147,561,A,0.992854087,Female
LSAA_10410,HG994584.1,455,1510,A,0.230147766,Unbiased
LSAA_10411,HG994584.1,81.33333333,281.6666667,A,0.363704235,Unbiased
LSAA_10412,HG994584.1,891,3357,A,NA,Unbiased
LSAA_10413,HG994584.1,275.3333333,1026.666667,A,0.027061239,Male
LSAA_10414,HG994584.1,64.66666667,256.3333333,A,0.431694794,Unbiased
LSAA_10415,HG994584.1,83.66666667,333.3333333,A,0.507594174,Unbiased
LSAA_10416,HG994584.1,194.6666667,702.3333333,A,NA,Unbiased
LSAA_10417,HG994584.1,440.6666667,1839.333333,A,0.397778481,Unbiased
LSAA_10418,HG994584.1,138.3333333,491.6666667,A,0.241665088,Unbiased
LSAA_10419,HG994584.1,298,1094,A,0.119443721,Male
LSAA_1042,HG994580.1,501,1752,A,0.435118016,Unbiased
LSAA_10420,HG994584.1,108,399,A,0.376277877,Unbiased
LSAA_10421,HG994584.1,281.6666667,1002.333333,A,0.03782603,Male
LSAA_10422,HG994584.1,78.66666667,272.3333333,A,0.461472487,Unbiased
LSAA_10423,HG994584.1,146,508,A,0.35078683,Unbiased
LSAA_10424,HG994584.1,105,303,A,0.171201715,Male
LSAA_10425,HG994584.1,328.6666667,1216.333333,A,0.564033367,Unbiased
LSAA_10426,HG994584.1,265.6666667,1045.333333,A,0.10773793,Male
LSAA_10427,HG994584.1,206.6666667,735.3333333,A,0.334365315,Unbiased
LSAA_10428,HG994584.1,301.3333333,1000.666667,A,0.303142559,Unbiased
LSAA_10429,HG994584.1,1034.333333,3840.666667,A,0.161404588,Male
LSAA_1043,HG994580.1,82,290,A,0.4564838,Unbiased
LSAA_10430,HG994584.1,72.66666667,227.3333333,A,0.588692765,Unbiased
LSAA_10431,HG994584.1,141.3333333,485.6666667,A,0.491532327,Unbiased
LSAA_10432,HG994584.1,385.3333333,1324.666667,A,0.293322789,Unbiased
LSAA_10433,HG994584.1,320.3333333,1107.666667,A,0.3549702,Unbiased
LSAA_10434,HG994584.1,167,598,A,0.414750411,Unbiased
LSAA_10435,HG994584.1,211.3333333,751.6666667,A,0.930970604,Female
LSAA_10436,HG994584.1,112.6666667,469.3333333,A,0.513712894,Unbiased
LSAA_10437,HG994584.1,254.3333333,945.6666667,A,0.260616125,Unbiased
LSAA_10438,HG994584.1,195.3333333,707.6666667,A,0.467884088,Unbiased
LSAA_10439,HG994584.1,182.6666667,609.3333333,A,0.291625178,Unbiased
LSAA_1044,HG994580.1,290.6666667,975.3333333,A,0.328933823,Unbiased
LSAA_10440,HG994584.1,214.3333333,769.6666667,A,0.162120497,Male
LSAA_10441,HG994584.1,428,1576,A,0.136821715,Male
LSAA_10442,HG994584.1,279,906,A,0.5723024,Unbiased
LSAA_10443,HG994584.1,189.3333333,662.6666667,A,0.504636227,Unbiased
LSAA_10444,HG994584.1,132,522,A,0.274213712,Unbiased
LSAA_10445,HG994584.1,184.3333333,736.6666667,A,0,Male
LSAA_10446,HG994584.1,297.6666667,1073.333333,A,0.44228747,Unbiased
LSAA_10447,HG994584.1,163.6666667,634.3333333,A,0.321621385,Unbiased
LSAA_10448,HG994584.1,76,293,A,0.318865913,Unbiased
LSAA_10449,HG994584.1,436,1532,A,0.351850277,Unbiased
LSAA_1045,HG994580.1,107,343,A,0.443937081,Unbiased
LSAA_10450,HG994584.1,223,857,A,0.273323589,Unbiased
LSAA_10451,HG994584.1,163.3333333,631.6666667,A,0.256720602,Unbiased
LSAA_10452,HG994584.1,116.3333333,414.6666667,A,0.005296369,Male
LSAA_10453,HG994584.1,110.3333333,402.6666667,A,0.446553215,Unbiased
LSAA_10454,HG994584.1,138.6666667,494.3333333,A,0.212024205,Unbiased
LSAA_10455,HG994584.1,95,364,A,0.813535596,Female
LSAA_10456,HG994584.1,120,402,A,0.014144302,Male
LSAA_10457,HG994584.1,149,481,A,0.157189852,Male
LSAA_10458,HG994584.1,209.6666667,741.3333333,A,0.370716898,Unbiased
LSAA_10459,HG994584.1,224,850,A,0.641131521,Unbiased
LSAA_1046,HG994580.1,234.3333333,740.6666667,A,0.21388093,Unbiased
LSAA_10460,HG994584.1,364.3333333,1360.666667,A,0.45125114,Unbiased
LSAA_10461,HG994584.1,267.3333333,1097.666667,A,0.121083085,Male
LSAA_10462,HG994584.1,83.33333333,234.6666667,A,NA,Unbiased
LSAA_10463,HG994584.1,1454.666667,5127.333333,A,0.163460823,Male
LSAA_10464,HG994584.1,128.3333333,426.6666667,A,0.52903096,Unbiased
LSAA_10465,HG994584.1,573,2283,A,0.969171927,Female
LSAA_10466,HG994584.1,210.6666667,788.3333333,A,0.30005293,Unbiased
LSAA_10467,HG994584.1,85.66666667,307.3333333,A,0.931764169,Female
LSAA_10468,HG994584.1,272,940,A,0.461759838,Unbiased
LSAA_10469,HG994584.1,162.6666667,587.3333333,A,0.00328655,Male
LSAA_1047,HG994580.1,440,1603,A,0.066489498,Male
LSAA_10470,HG994584.1,339.3333333,1073.666667,A,0.232992024,Unbiased
LSAA_10471,HG994584.1,253.3333333,886.6666667,A,0.576066815,Unbiased
LSAA_10472,HG994584.1,159.6666667,536.3333333,A,0,Male
LSAA_10473,HG994584.1,248.3333333,903.6666667,A,0.53208617,Unbiased
LSAA_10474,HG994584.1,536,1954,A,0.086964951,Male
LSAA_10475,HG994584.1,275,1018,A,0.510494532,Unbiased
LSAA_10476,HG994584.1,108,426,A,0.287585641,Unbiased
LSAA_10477,HG994584.1,308.3333333,1176.666667,A,0.337450465,Unbiased
LSAA_10478,HG994584.1,1032,3840,A,0.197891905,Male
LSAA_10479,HG994584.1,112,425,A,0.356787164,Unbiased
LSAA_1048,HG994580.1,177.6666667,686.3333333,A,0,Male
LSAA_10480,HG994584.1,131.6666667,483.3333333,A,0.272763582,Unbiased
LSAA_10481,HG994584.1,69,267,A,0.026407715,Male
LSAA_10482,HG994584.1,183.6666667,620.3333333,A,0.412579401,Unbiased
LSAA_10483,HG994584.1,134,493,A,0.367615453,Unbiased
LSAA_10484,HG994584.1,380.6666667,1482.333333,A,0.467475324,Unbiased
LSAA_10485,HG994584.1,454.3333333,1696.666667,A,0.356611849,Unbiased
LSAA_10486,HG994584.1,570.3333333,2174.666667,A,0.517535023,Unbiased
LSAA_10487,HG994584.1,483.3333333,1610.666667,A,0.263368562,Unbiased
LSAA_10488,HG994584.1,90.33333333,317.6666667,A,0.678057897,Unbiased
LSAA_10489,HG994584.1,80.66666667,252.3333333,A,0.009703098,Male
LSAA_1049,HG994580.1,493.3333333,1747.666667,A,0.831345666,Female
LSAA_10490,HG994584.1,198,630,A,0.443599813,Unbiased
LSAA_10491,HG994584.1,86.33333333,285.6666667,A,0.444002717,Unbiased
LSAA_10492,HG994584.1,176.6666667,705.3333333,A,0.366389839,Unbiased
LSAA_10493,HG994584.1,229.6666667,847.3333333,A,0.403760668,Unbiased
LSAA_10494,HG994584.1,290,1054,A,0,Male
LSAA_10495,HG994584.1,214.3333333,703.6666667,A,0.314808861,Unbiased
LSAA_10496,HG994584.1,438.3333333,1604.666667,A,0.226095858,Unbiased
LSAA_10497,HG994584.1,299,997,A,0.17207643,Male
LSAA_10498,HG994584.1,142,524,A,0.291617653,Unbiased
LSAA_10499,HG994584.1,680.3333333,2640.666667,A,0.316627236,Unbiased
LSAA_105,CAJNVT010000016.1,65.33333333,234.6666667,A,0.99998798,Female
LSAA_1050,HG994580.1,94.33333333,337.6666667,A,0.775939263,Unbiased
LSAA_10500,HG994584.1,604.3333333,2308.666667,A,0.400145405,Unbiased
LSAA_10501,HG994584.1,214.3333333,826.6666667,A,0.319452284,Unbiased
LSAA_10502,HG994584.1,109.3333333,388.6666667,A,0.413469028,Unbiased
LSAA_10503,HG994584.1,83.66666667,372.3333333,A,0.657706033,Unbiased
LSAA_10504,HG994584.1,340.3333333,1261.666667,A,0.095014962,Male
LSAA_10505,HG994584.1,1380.333333,5120.666667,A,0.442002216,Unbiased
LSAA_10506,HG994584.1,188.6666667,633.3333333,A,0.190733184,Male
LSAA_10507,HG994584.1,221.3333333,831.6666667,A,0,Male
LSAA_10508,HG994584.1,124,521,A,0.470172299,Unbiased
LSAA_10509,HG994584.1,616,2330,A,0.201898431,Unbiased
LSAA_1051,HG994580.1,481,1850,A,0.426032678,Unbiased
LSAA_10510,HG994584.1,159.6666667,542.3333333,A,0.139436807,Male
LSAA_10511,HG994584.1,229.6666667,865.3333333,A,0.533407161,Unbiased
LSAA_10512,HG994584.1,257,931,A,0.05179537,Male
LSAA_10513,HG994584.1,239.3333333,873.6666667,A,0.3619443,Unbiased
LSAA_10514,HG994584.1,230,880,A,0,Male
LSAA_10515,HG994584.1,172.6666667,601.3333333,A,0.730988471,Unbiased
LSAA_10516,HG994584.1,83,313,A,0.415094122,Unbiased
LSAA_10517,HG994584.1,82.66666667,265.3333333,A,0.50956995,Unbiased
LSAA_10518,HG994584.1,354.3333333,1322.666667,A,0.777402975,Unbiased
LSAA_10519,HG994584.1,214.3333333,757.6666667,A,0,Male
LSAA_1052,HG994580.1,384,1251,A,0.340236318,Unbiased
LSAA_10520,HG994584.1,92.66666667,327.3333333,A,0.232082915,Unbiased
LSAA_10521,HG994584.1,825.6666667,3068.333333,A,0.370812682,Unbiased
LSAA_10522,HG994584.1,166.6666667,631.3333333,A,0.211192787,Unbiased
LSAA_10523,HG994584.1,115.3333333,433.6666667,A,0.390567115,Unbiased
LSAA_10524,HG994584.1,142,545,A,0.409013429,Unbiased
LSAA_10525,HG994584.1,73.33333333,307.6666667,A,0.167985132,Male
LSAA_10526,HG994584.1,111.3333333,389.6666667,A,0.391890139,Unbiased
LSAA_10527,HG994584.1,305.3333333,1089.666667,A,0.056621176,Male
LSAA_10528,HG994584.1,231,753,A,0.208497124,Unbiased
LSAA_10529,HG994584.1,191,730,A,0.234146881,Unbiased
LSAA_1053,HG994580.1,115,386,A,1,Female
LSAA_10530,HG994584.1,154,605,A,0.253522481,Unbiased
LSAA_10531,HG994584.1,105.3333333,329.6666667,A,0.222222862,Unbiased
LSAA_10532,HG994584.1,101,385,A,0.519935498,Unbiased
LSAA_10533,HG994584.1,92.33333333,315.6666667,A,0.284890873,Unbiased
LSAA_10534,HG994584.1,303.3333333,1079.666667,A,0.285388853,Unbiased
LSAA_10535,HG994584.1,112,428,A,0.001773339,Male
LSAA_10536,HG994584.1,186,666,A,0.440523023,Unbiased
LSAA_10537,HG994584.1,306.3333333,1127.666667,A,0.52819567,Unbiased
LSAA_10538,HG994584.1,497,1669,A,0.94694773,Female
LSAA_10539,HG994584.1,141,477,A,0.431005763,Unbiased
LSAA_1054,HG994580.1,59,250,A,0.573759937,Unbiased
LSAA_10540,HG994584.1,330.3333333,1271.666667,A,0.130014612,Male
LSAA_10541,HG994584.1,105,429,A,0.274131089,Unbiased
LSAA_10542,HG994584.1,104,400,A,0.439996258,Unbiased
LSAA_10543,HG994584.1,686,2605,A,0.350721564,Unbiased
LSAA_10544,HG994584.1,295.3333333,1243.666667,A,0.758825226,Unbiased
LSAA_10545,HG994584.1,132.3333333,491.6666667,A,0,Male
LSAA_10546,HG994584.1,149.3333333,564.6666667,A,0.429104675,Unbiased
LSAA_10547,HG994584.1,401,1474,A,0.465967673,Unbiased
LSAA_10548,HG994584.1,171.3333333,638.6666667,A,0.786338681,Unbiased
LSAA_10549,HG994584.1,209.3333333,747.6666667,A,0.086485828,Male
LSAA_1055,HG994580.1,1217.333333,4413.666667,A,0.337063298,Unbiased
LSAA_10550,HG994584.1,219.6666667,791.3333333,A,0.025467882,Male
LSAA_10551,HG994584.1,228.6666667,902.3333333,A,0.543216974,Unbiased
LSAA_10552,HG994584.1,242.6666667,993.3333333,A,0.459803245,Unbiased
LSAA_10553,HG994584.1,125.3333333,429.6666667,A,0.999917374,Female
LSAA_10554,HG994584.1,118.3333333,442.6666667,A,0.300718779,Unbiased
LSAA_10555,HG994584.1,350.6666667,1209.333333,A,0.309988529,Unbiased
LSAA_10556,HG994584.1,324,1110,A,NA,Unbiased
LSAA_10557,HG994584.1,235,788,A,1,Female
LSAA_10558,HG994584.1,224,748,A,NA,Unbiased
LSAA_10559,HG994584.1,264.3333333,926.6666667,A,0.085326113,Male
LSAA_1056,HG994580.1,565.6666667,2032.333333,A,0.41994177,Unbiased
LSAA_10560,HG994584.1,129.3333333,464.6666667,A,0.685939251,Unbiased
LSAA_10561,HG994584.1,843.6666667,3086.333333,A,0.004999635,Male
LSAA_10562,HG994584.1,539,2017,A,0.34187486,Unbiased
LSAA_10563,HG994584.1,119.6666667,429.3333333,A,0.379352199,Unbiased
LSAA_10564,HG994584.1,135.6666667,536.3333333,A,0.200405351,Unbiased
LSAA_10565,HG994584.1,235.3333333,904.6666667,A,0.097708403,Male
LSAA_10566,HG994584.1,205.6666667,694.3333333,A,0.282007997,Unbiased
LSAA_10567,HG994584.1,240,885,A,0.316857969,Unbiased
LSAA_10568,HG994584.1,216,825,A,0.626409379,Unbiased
LSAA_10569,HG994584.1,130,518,A,0.621419799,Unbiased
LSAA_1057,HG994580.1,127.6666667,427.3333333,A,0.465049132,Unbiased
LSAA_10570,HG994584.1,146,478,A,0.095085598,Male
LSAA_10571,HG994584.1,580.6666667,2245.333333,A,0.5076339,Unbiased
LSAA_10572,HG994584.1,301,1163,A,0.398486304,Unbiased
LSAA_10573,HG994584.1,222.3333333,827.6666667,A,0.010593811,Male
LSAA_10574,HG994584.1,359.6666667,1371.333333,A,0.369927967,Unbiased
LSAA_10575,HG994584.1,1059,2865,A,0.374929558,Unbiased
LSAA_10576,HG994584.1,164.3333333,633.6666667,A,0.325470946,Unbiased
LSAA_10577,HG994584.1,95.33333333,372.6666667,A,0.43504419,Unbiased
LSAA_10578,HG994584.1,176.6666667,663.3333333,A,0.508248739,Unbiased
LSAA_10579,HG994584.1,439.6666667,1831.333333,A,0.041358577,Male
LSAA_1058,HG994580.1,883,3062,A,0.005594682,Male
LSAA_10580,HG994584.1,100,407,A,NA,Unbiased
LSAA_10581,HG994584.1,262.3333333,958.6666667,A,0.298904372,Unbiased
LSAA_10582,HG994584.1,101.6666667,459.3333333,A,0.631499376,Unbiased
LSAA_10583,HG994584.1,100,392,A,0.003498801,Male
LSAA_10584,HG994584.1,230.3333333,816.6666667,A,0.3520088,Unbiased
LSAA_10585,HG994584.1,480.6666667,1688.333333,A,0.277330324,Unbiased
LSAA_10586,HG994584.1,87,387,A,0.006389522,Male
LSAA_10587,HG994584.1,94.66666667,349.3333333,A,0.852569213,Female
LSAA_10588,HG994584.1,390,1449,A,0.156558915,Male
LSAA_10589,HG994584.1,105.3333333,434.6666667,A,0.852015435,Female
LSAA_1059,HG994580.1,574.3333333,2272.666667,A,0.294026924,Unbiased
LSAA_10590,HG994584.1,84.33333333,287.6666667,A,0.511660825,Unbiased
LSAA_10591,HG994584.1,123.6666667,461.3333333,A,0.009174391,Male
LSAA_10592,HG994584.1,388.6666667,1384.333333,A,0.433950184,Unbiased
LSAA_10593,HG994584.1,128,427,A,0.265383076,Unbiased
LSAA_10594,HG994584.1,252,876,A,0.96095738,Female
LSAA_10595,HG994584.1,509.3333333,1779.666667,A,0.038853406,Male
LSAA_10596,HG994584.1,271.3333333,1015.666667,A,0.113301862,Male
LSAA_10597,HG994584.1,141.3333333,518.6666667,A,0.285738864,Unbiased
LSAA_10598,HG994584.1,625.6666667,1966.333333,A,0.460172939,Unbiased
LSAA_10599,HG994584.1,524.3333333,1797.666667,A,0.380634001,Unbiased
LSAA_106,CAJNVT010000016.1,221.3333333,789.6666667,A,0.999891646,Female
LSAA_1060,HG994580.1,510.3333333,1871.666667,A,0.201652782,Unbiased
LSAA_10600,HG994584.1,92,283,A,0.71678684,Unbiased
LSAA_10601,HG994584.1,529.6666667,1855.333333,A,0.199941924,Male
LSAA_10602,HG994584.1,229.6666667,838.3333333,A,0.437548882,Unbiased
LSAA_10603,HG994584.1,204.6666667,740.3333333,A,0.367422803,Unbiased
LSAA_10604,HG994584.1,943.6666667,3682.333333,A,NA,Unbiased
LSAA_10605,HG994584.1,139.3333333,529.6666667,A,0.014566115,Male
LSAA_10606,HG994584.1,139.6666667,520.3333333,A,0.319262235,Unbiased
LSAA_10607,HG994584.1,304,1268,A,0.366383858,Unbiased
LSAA_10608,HG994584.1,342.3333333,1085.666667,A,0.299305807,Unbiased
LSAA_10609,HG994584.1,234.6666667,827.3333333,A,0.440073095,Unbiased
LSAA_1061,HG994580.1,336,1269,A,0.189710912,Male
LSAA_10610,HG994584.1,145,515,A,0.460515064,Unbiased
LSAA_10611,HG994584.1,84.66666667,314.3333333,A,0.177024552,Male
LSAA_10612,HG994584.1,136.6666667,460.3333333,A,0.045854418,Male
LSAA_10613,HG994584.1,138,531,A,0.333865616,Unbiased
LSAA_10614,HG994584.1,173.3333333,642.6666667,A,0.619964193,Unbiased
LSAA_10615,HG994584.1,73,251,A,0.275639145,Unbiased
LSAA_10616,HG994584.1,100.6666667,397.3333333,A,0.152398969,Male
LSAA_10617,HG994584.1,147,501,A,0.019215988,Male
LSAA_10618,HG994584.1,89,319,A,0.574042397,Unbiased
LSAA_10619,HG994584.1,276,1041,A,0.457393291,Unbiased
LSAA_1062,HG994580.1,152.3333333,579.6666667,A,0.173613798,Male
LSAA_10620,HG994584.1,72.66666667,284.3333333,A,0.00057058,Male
LSAA_10621,HG994584.1,126.6666667,488.3333333,A,0.233837193,Unbiased
LSAA_10622,HG994584.1,370.6666667,1411.333333,A,0.323588531,Unbiased
LSAA_10623,HG994584.1,375.3333333,1409.666667,A,0.316841043,Unbiased
LSAA_10624,HG994584.1,60.66666667,242.3333333,A,0.227400006,Unbiased
LSAA_10625,HG994584.1,255.3333333,845.6666667,A,0.281444274,Unbiased
LSAA_10626,HG994584.1,565,1841,A,0.373895806,Unbiased
LSAA_10627,HG994584.1,275.3333333,1074.666667,A,0.211007033,Unbiased
LSAA_10628,HG994584.1,74.66666667,294.3333333,A,0.34626733,Unbiased
LSAA_10629,HG994584.1,175,584,A,0.908383393,Female
LSAA_1063,HG994580.1,1119,3831,A,0.67864768,Unbiased
LSAA_10630,HG994584.1,178,680,A,NA,Unbiased
LSAA_10631,HG994584.1,163.6666667,541.3333333,A,0.985799775,Female
LSAA_10632,HG994584.1,881.3333333,3192.666667,A,0.930570332,Female
LSAA_10633,HG994584.1,222,816,A,0.998948838,Female
LSAA_10634,HG994584.1,490.3333333,1903.666667,A,0.094935002,Male
LSAA_10635,HG994584.1,221.3333333,801.6666667,A,0.102624695,Male
LSAA_10636,HG994584.1,263.3333333,888.6666667,A,0.014997434,Male
LSAA_10637,HG994584.1,205,695,A,0.767501393,Unbiased
LSAA_10638,HG994584.1,189,708,A,0.086353994,Male
LSAA_10639,HG994584.1,76.66666667,289.3333333,A,0.120145188,Male
LSAA_1064,HG994580.1,280.3333333,1105.666667,A,0.018202569,Male
LSAA_10640,HG994584.1,131.3333333,462.6666667,A,0.020998958,Male
LSAA_10641,HG994584.1,151.6666667,535.3333333,A,0.867557508,Female
LSAA_10642,HG994584.1,81.33333333,326.6666667,A,0.039862931,Male
LSAA_10643,HG994584.1,560,1978,A,0.3016377,Unbiased
LSAA_10644,HG994584.1,303.6666667,1115.333333,A,0.090495765,Male
LSAA_10645,HG994584.1,214.6666667,796.3333333,A,0.349946941,Unbiased
LSAA_10646,HG994584.1,200.6666667,780.3333333,A,0.3776745,Unbiased
LSAA_10647,HG994584.1,169.6666667,583.3333333,A,NA,Unbiased
